Term,DocID&Sequence
research,"[[31, 3], [60, 3], [149, 3], [152, 1], [154, 1], [175, 1], [186, 1], [205, 1], [207, 1], [210, 4], [211, 1], [213, 1], [214, 2], [215, 1], [216, 1], [217, 1], [218, 1], [219, 1], [220, 1], [221, 1], [222, 1], [223, 1], [224, 1], [225, 1], [226, 1], [227, 1], [228, 1], [229, 1], [230, 1], [231, 1], [233, 1], [234, 2], [236, 1], [237, 1], [239, 1], [241, 1], [244, 2], [245, 2], [246, 1], [247, 1], [248, 1], [249, 1], [250, 1], [251, 1], [252, 2], [253, 4], [256, 1], [260, 1], [263, 1], [264, 1], [265, 1], [266, 1], [267, 1], [268, 2], [272, 6], [273, 3], [280, 1], [281, 1], [282, 1], [298, 2], [300, 1], [301, 1], [302, 3], [312, 2], [314, 2], [316, 1], [317, 1], [320, 1], [324, 1], [325, 1], [327, 4], [328, 1], [329, 1], [330, 1], [331, 1], [333, 1], [340, 1], [345, 2], [346, 2], [350, 1], [354, 1], [358, 1], [476, 1], [510, 1], [597, 1], [625, 1], [629, 1], [638, 1]]"
review,"[[31, 1], [64, 1], [132, 2], [134, 1], [141, 2], [234, 1], [271, 1], [298, 1], [299, 1], [300, 1], [307, 1], [321, 1], [327, 1], [333, 1], [356, 1], [362, 1], [365, 1], [367, 1], [369, 1], [373, 2], [382, 1], [387, 1], [388, 1], [441, 1], [442, 2], [536, 1], [562, 1], [611, 1], [615, 1], [619, 1], [630, 1]]"
exploratory,"[[31, 1], [301, 1], [317, 1]]"
causal,"[[31, 1], [310, 1], [345, 2]]"
interview,"[[31, 1]]"
survey,"[[31, 1], [35, 1], [149, 1], [303, 1], [320, 1], [393, 1], [394, 1], [396, 1], [413, 1], [589, 1]]"
experiment,"[[31, 1], [149, 1], [252, 1], [254, 1], [394, 1], [503, 1]]"
sample,"[[31, 1], [89, 1], [414, 1], [435, 1], [491, 1], [499, 1], [638, 1]]"
selection,"[[31, 1], [33, 2], [42, 1], [50, 1], [51, 1], [62, 1], [93, 1], [133, 1], [154, 1], [222, 1], [242, 1], [246, 1], [269, 1], [272, 1], [307, 1], [627, 1]]"
gathering,"[[31, 1], [61, 1], [149, 1]]"
market-related,"[[31, 1], [149, 1]]"
multivariate,"[[31, 1], [142, 2], [270, 3], [411, 1], [442, 1], [445, 3], [492, 1], [504, 1]]"
investigation,"[[31, 1], [64, 1]]"
applied,"[[31, 1], [39, 1], [43, 2], [60, 1], [69, 1], [82, 2], [83, 1], [111, 1], [112, 1], [151, 1], [262, 1], [319, 1], [326, 1], [345, 1], [346, 1], [387, 1], [407, 1], [408, 2], [409, 1], [417, 1], [441, 1], [447, 1], [451, 1], [453, 1], [495, 1], [496, 1], [497, 1], [585, 2]]"
3326,"[[32, 1]]"
advertising,"[[32, 3], [61, 1], [91, 1], [134, 1], [152, 2], [174, 1], [194, 1], [625, 1]]"
sales,"[[32, 1]]"
field,"[[32, 1], [245, 1], [252, 1], [262, 1], [320, 1], [341, 1], [346, 1], [385, 1], [387, 1], [401, 1], [402, 1], [408, 1], [424, 3], [427, 1], [428, 2], [463, 3], [465, 1], [470, 1], [585, 1], [597, 1], [600, 1], [618, 1]]"
tactic,"[[32, 1]]"
creative,"[[32, 1]]"
medium,"[[32, 1], [47, 1], [62, 1], [84, 1], [134, 2], [152, 1], [241, 1], [599, 1], [604, 1], [612, 1]]"
3333,"[[33, 1]]"
organizations,"[[33, 1], [66, 1], [86, 1]]"
in-depth,"[[33, 1], [38, 1], [71, 1], [147, 1], [388, 1], [532, 1], [587, 1]]"
external,"[[33, 1], [35, 1], [73, 1], [164, 2], [272, 1], [293, 1], [294, 1], [563, 1], [604, 1]]"
internal,"[[33, 1], [35, 1], [39, 1], [73, 1], [164, 1], [272, 1], [295, 1], [317, 1], [563, 1]]"
hr,"[[33, 1], [64, 1]]"
recruitment,"[[33, 1], [93, 1]]"
right,"[[33, 1], [93, 1], [132, 1], [141, 1], [544, 1], [612, 1]]"
employment,"[[33, 1], [93, 1], [160, 2], [163, 1]]"
equity,"[[33, 1], [35, 1], [36, 1], [43, 2], [76, 1], [82, 2], [93, 2], [113, 1], [160, 4], [169, 1]]"
identification,"[[33, 1], [81, 1], [121, 1], [132, 1], [141, 1], [173, 1], [196, 1], [314, 1], [426, 1], [472, 1], [561, 1], [572, 1]]"
criterion,"[[33, 1], [146, 1], [543, 1]]"
career,"[[33, 1], [66, 2], [93, 1], [280, 1], [281, 1], [282, 1]]"
succession,"[[33, 1], [67, 1], [71, 1]]"
destaffing,"[[33, 1]]"
3334,"[[34, 1]]"
industrial,"[[34, 3], [91, 1], [95, 1], [155, 2], [158, 3], [175, 1], [177, 1], [200, 1], [222, 2]]"
relations,"[[34, 1], [158, 1], [200, 2], [273, 1]]"
theories,"[[34, 1], [92, 1], [158, 1], [218, 1], [237, 1], [254, 1], [266, 1], [598, 1], [611, 1]]"
labour,"[[34, 1], [57, 1], [88, 1], [93, 1], [158, 2], [160, 1], [586, 1]]"
union-management,"[[34, 1], [158, 2]]"
employer-employee,"[[34, 1], [158, 1]]"
regulating,"[[34, 1], [158, 1], [339, 1]]"
negotiation,"[[34, 1], [158, 1]]"
agreement,"[[34, 1], [57, 1], [517, 1]]"
outcome,"[[34, 1], [158, 1], [218, 1], [302, 1], [347, 1]]"
3337,"[[35, 1]]"
compensation,"[[35, 3], [64, 1], [93, 1], [163, 1]]"
non-economic,"[[35, 1]]"
reward,"[[35, 1], [232, 1]]"
comparison,"[[35, 2], [175, 1], [209, 1], [269, 1], [435, 1], [491, 1], [531, 1], [543, 1]]"
pay,"[[35, 5], [93, 1], [160, 4]]"
merit,"[[35, 1]]"
incentive,"[[35, 1], [175, 1]]"
benefit,"[[35, 1], [46, 1], [57, 1], [74, 1]]"
ii,"[[36, 1], [43, 1], [71, 1], [82, 2], [89, 1], [100, 1], [112, 1], [122, 1], [127, 1], [129, 1], [188, 1], [190, 1], [197, 1], [209, 1], [238, 1], [359, 1], [363, 1], [368, 1], [369, 1], [371, 1], [397, 1], [420, 1], [422, 1], [430, 1], [434, 1], [453, 1], [457, 1], [463, 1], [473, 1], [486, 1], [499, 1], [544, 1], [549, 1], [550, 1]]"
continuation,"[[36, 1], [577, 1], [632, 1]]"
liability,"[[36, 1], [39, 1], [45, 1], [94, 1], [163, 1], [168, 1]]"
3345,"[[37, 1]]"
taxation,"[[37, 1], [71, 2], [163, 1]]"
general,"[[37, 1], [47, 1], [69, 1], [189, 1], [233, 1], [239, 1], [269, 1], [270, 1], [272, 1], [298, 1], [350, 1], [357, 1], [364, 1], [386, 1], [395, 1], [419, 1], [425, 1], [426, 1], [435, 1], [456, 1], [531, 1], [615, 1]]"
federal,"[[37, 1], [90, 1], [174, 1]]"
tax,"[[37, 3], [68, 1], [71, 4], [74, 1], [163, 5]]"
relates,"[[37, 1], [230, 1], [345, 1]]"
taxpayer,"[[37, 3]]"
includes,"[[37, 1], [71, 1], [217, 1], [231, 1], [236, 1], [254, 1], [407, 1]]"
provision,"[[37, 1], [349, 1]]"
calculating,"[[37, 1]]"
arrive,"[[37, 1]]"
taxable,"[[37, 1], [163, 3]]"
calculation,"[[37, 1], [71, 1], [134, 1]]"
payable,"[[37, 1], [163, 2]]"
3346,"[[38, 1]]"
principal,"[[38, 1], [142, 1], [387, 1], [401, 1], [411, 1], [443, 1]]"
part,"[[38, 1], [50, 1], [250, 1], [251, 2], [258, 2], [259, 2], [275, 2], [276, 2], [278, 2], [279, 2], [281, 2], [282, 2], [298, 2], [320, 1], [330, 2], [331, 2], [344, 2], [366, 1], [367, 1], [370, 1], [372, 1]]"
concentrate,"[[38, 1]]"
mastery,"[[38, 1]]"
accumulation,"[[38, 1]]"
costing,"[[38, 1]]"
variance,"[[38, 1], [142, 1], [209, 1], [269, 1], [270, 1], [393, 1], [414, 1], [445, 1], [495, 1], [501, 1]]"
implication,"[[38, 1], [53, 1], [71, 2], [194, 1], [315, 1]]"
formal,"[[38, 1], [48, 1], [60, 1], [310, 1], [410, 3], [482, 1], [541, 1], [547, 1], [558, 1], [574, 3], [580, 1], [582, 1], [615, 1], [621, 1]]"
3349,"[[39, 1]]"
auditing,"[[39, 2], [47, 1], [68, 1], [69, 3], [73, 2], [164, 2]]"
definition,"[[39, 1], [50, 1], [223, 1], [244, 1], [367, 1], [539, 1], [565, 1], [578, 1]]"
assertion,"[[39, 1], [273, 1]]"
audit,"[[39, 2], [69, 2], [164, 2]]"
objective,"[[39, 1], [153, 1], [308, 1], [320, 1]]"
evidence,"[[39, 1]]"
materiality,"[[39, 1]]"
professional,"[[39, 1], [63, 1], [64, 1], [66, 1], [67, 1], [70, 1], [242, 1], [280, 3], [281, 3], [282, 3], [333, 2], [355, 1]]"
auditor,"[[39, 1], [73, 1]]"
addressed,"[[39, 1], [69, 1], [155, 1]]"
3350,"[[40, 1]]"
dividend,"[[40, 1], [78, 1], [167, 1]]"
merger,"[[40, 1], [57, 1], [78, 1]]"
acquisition,"[[40, 1], [48, 1], [57, 1], [63, 1], [78, 1], [227, 1], [236, 1], [253, 1], [319, 1], [320, 1]]"
leasing,"[[40, 1], [167, 1]]"
derivates,"[[40, 1]]"
3351,"[[41, 1]]"
fixed,"[[41, 2], [168, 2], [416, 2], [517, 1]]"
investments,"[[41, 1], [81, 1], [113, 1], [114, 1]]"
markets,"[[41, 1], [62, 1], [119, 1], [168, 1]]"
debt,"[[41, 1], [168, 1]]"
instrument,"[[41, 1], [90, 1], [168, 1], [274, 1], [275, 1], [276, 1], [283, 1], [284, 1], [285, 1]]"
term,"[[41, 1], [188, 1], [269, 1], [641, 1]]"
interest,"[[41, 1], [168, 2], [170, 1], [235, 1], [242, 1], [442, 1], [477, 1], [576, 1], [606, 1], [607, 1]]"
rate,"[[41, 1], [79, 1], [168, 2], [170, 2], [366, 2], [367, 1], [372, 1], [442, 1]]"
bond,"[[41, 2], [168, 2]]"
duration,"[[41, 1]]"
portfolio,"[[41, 1], [42, 4], [43, 4], [82, 4], [122, 1], [167, 1], [168, 1], [169, 1], [171, 2], [442, 1]]"
immunization,"[[41, 1], [168, 1]]"
derivative,"[[41, 1], [44, 1], [168, 1], [171, 2], [362, 1], [364, 2], [365, 1], [367, 3], [368, 2], [369, 3], [370, 3], [371, 1], [372, 4], [385, 1], [546, 1]]"
3352,"[[42, 1]]"
pricing,"[[42, 2], [77, 1], [91, 1], [97, 1], [117, 1], [155, 1], [161, 1], [167, 1], [171, 1], [194, 2], [442, 1]]"
efficient,"[[42, 1], [182, 1], [581, 1], [583, 1], [585, 1], [588, 1], [599, 1]]"
active,"[[42, 1]]"
measurement,"[[42, 1], [72, 2], [94, 1], [95, 1], [159, 1], [162, 1], [169, 1], [268, 1], [272, 1], [306, 1], [312, 1], [500, 1], [623, 1]]"
3357,"[[43, 1]]"
investment,"[[43, 2], [44, 1], [57, 2], [75, 1], [81, 1], [82, 2], [162, 1], [169, 1], [172, 3], [174, 1], [246, 1]]"
fund,"[[43, 2], [81, 2], [82, 2], [169, 1]]"
module,"[[43, 3], [82, 3], [280, 1], [281, 1], [282, 1], [289, 1], [290, 1], [291, 1], [401, 3], [422, 8], [462, 8], [465, 2], [577, 1], [589, 1]]"
made,"[[43, 1], [82, 1]]"
donated,"[[43, 1], [82, 1]]"
comprising,"[[43, 1], [82, 1]]"
two-academic,"[[43, 1], [82, 1]]"
year,"[[43, 4], [49, 2], [82, 4], [87, 2], [191, 1], [193, 2], [225, 2], [237, 1], [255, 2], [354, 1], [355, 1], [380, 3]]"
complete,"[[43, 1], [82, 1], [413, 1], [414, 1]]"
fall,"[[43, 1], [82, 1]]"
two,"[[43, 1], [82, 1], [298, 1], [368, 1], [371, 1], [372, 2], [459, 1], [641, 1]]"
attend,"[[43, 1], [82, 1]]"
trip,"[[43, 1], [82, 1]]"
toronto,"[[43, 1], [82, 1]]"
meeting,"[[43, 1], [82, 1]]"
activity,"[[43, 1], [60, 1], [67, 1], [82, 1], [175, 1], [217, 1], [231, 1], [236, 1], [254, 1], [280, 1], [281, 1], [282, 1], [310, 1], [611, 1]]"
ongoing,"[[43, 1], [82, 1]]"
basis,"[[43, 1], [82, 1], [247, 1], [422, 1], [462, 1], [465, 1], [611, 1]]"
throughout,"[[43, 1], [82, 1], [121, 1]]"
remainder,"[[43, 1], [82, 1], [366, 1]]"
academic,"[[43, 1], [82, 1], [231, 1], [314, 1]]"
end,"[[43, 1], [82, 1], [173, 1]]"
completion,"[[43, 1], [82, 1], [253, 1]]"
winter,"[[43, 1], [82, 1]]"
second,"[[43, 1], [82, 1], [367, 1], [369, 1], [372, 1]]"
3358,"[[44, 1]]"
multinational,"[[44, 1], [57, 4], [62, 1], [126, 1], [127, 1], [161, 1]]"
foreign,"[[44, 2], [57, 1], [75, 1], [79, 1], [154, 1], [170, 1], [174, 1]]"
exchange,"[[44, 1], [79, 2], [170, 2], [569, 1]]"
transaction,"[[44, 1], [172, 1], [544, 1], [604, 1], [622, 2], [629, 1]]"
exposure,"[[44, 1], [79, 1], [170, 1]]"
mutinational,"[[44, 1]]"
3360,"[[45, 1]]"
law,"[[45, 5], [131, 1], [140, 1], [174, 1], [189, 1], [202, 1], [230, 1], [366, 1], [377, 1], [391, 1], [602, 1]]"
foundation,"[[45, 1], [101, 1], [162, 1], [211, 1], [236, 1], [307, 1], [311, 1], [369, 1], [374, 1], [390, 1], [410, 1], [557, 1]]"
aim,"[[45, 1], [52, 1]]"
common,"[[45, 1], [169, 1], [181, 1], [581, 1]]"
comprises,"[[45, 1]]"
principle,"[[45, 1], [84, 1], [86, 1], [162, 1], [265, 1], [271, 1], [272, 1], [304, 1], [307, 1], [333, 1], [374, 1], [388, 1], [407, 1], [421, 1], [440, 1], [552, 1], [577, 1], [582, 1], [586, 1], [591, 1], [598, 1], [600, 1], [606, 1]]"
statutory,"[[45, 1]]"
precedent,"[[45, 1]]"
judicial,"[[45, 1]]"
contract,"[[45, 1], [77, 1], [131, 1], [140, 1], [158, 1], [171, 1], [624, 1]]"
negligence,"[[45, 1]]"
certain,"[[45, 1]]"
property,"[[45, 2], [55, 1], [81, 1], [131, 1], [140, 1], [172, 1], [235, 1], [319, 1], [382, 1], [445, 1], [486, 1], [496, 1], [498, 1], [538, 1], [602, 1], [612, 1], [615, 1], [630, 1]]"
land,"[[45, 1]]"
tenure,"[[45, 1]]"
mortgage,"[[45, 1], [172, 1]]"
landlord,"[[45, 1]]"
tenant,"[[45, 1]]"
personal,"[[45, 1], [56, 1], [63, 3], [152, 1], [163, 1], [216, 1], [314, 1]]"
3363,"[[46, 1]]"
healthcare,"[[46, 3], [617, 1]]"
informatics,"[[46, 1]]"
assess,"[[46, 1]]"
specifically,"[[46, 1]]"
patient,"[[46, 1], [336, 1]]"
acquired,"[[46, 1], [68, 2], [253, 1]]"
turned,"[[46, 1]]"
translated,"[[46, 1]]"
designed,"[[46, 1], [67, 1]]"
evaluated,"[[46, 1], [100, 1]]"
clinical,"[[46, 1], [224, 1], [256, 2], [272, 3], [292, 1], [293, 1], [294, 1], [295, 1], [303, 2], [311, 1], [333, 1], [334, 1], [352, 1], [353, 1]]"
health,"[[46, 2], [64, 2], [93, 1], [150, 1], [204, 1], [219, 1], [223, 1], [224, 1], [234, 4], [244, 2], [248, 1], [254, 1], [308, 1], [311, 3], [335, 2], [347, 2]]"
record,"[[46, 1]]"
barrier,"[[46, 1], [55, 1]]"
e-health,"[[46, 1]]"
privacy,"[[46, 1], [131, 1], [140, 1], [544, 1], [546, 1], [572, 1], [591, 2], [625, 1]]"
assessed,"[[46, 1]]"
3378,"[[47, 1], [237, 1], [414, 1]]"
emerging,"[[47, 3], [58, 2], [70, 1], [85, 1], [133, 1], [576, 1]]"
green,"[[47, 1], [381, 1], [421, 1], [460, 1]]"
cloud,"[[47, 1], [84, 1], [566, 1]]"
computing,"[[47, 1], [84, 1], [374, 3], [528, 1], [533, 1], [534, 1], [535, 1], [536, 1], [554, 2], [564, 1], [566, 1], [571, 2], [588, 1], [593, 2], [609, 1], [613, 1], [621, 2], [633, 1], [637, 1]]"
mobile,"[[47, 1], [84, 2], [554, 1], [596, 2], [599, 1], [604, 1], [613, 4], [614, 1], [616, 4], [621, 1]]"
feasibility,"[[47, 1], [48, 1], [50, 1]]"
assessment,"[[47, 1], [57, 1], [131, 1], [140, 1], [143, 1], [154, 1], [223, 1], [229, 1], [242, 1], [256, 1], [274, 3], [275, 3], [276, 3], [303, 1], [305, 1], [313, 1], [317, 2], [318, 5], [334, 1], [347, 1], [352, 1], [353, 1], [603, 1]]"
may,"[[47, 1], [61, 1], [225, 1], [252, 1], [255, 1], [348, 1], [366, 1], [372, 1], [380, 1], [443, 1], [489, 1], [571, 1], [577, 2], [596, 2], [604, 1], [621, 1], [641, 2]]"
vary,"[[47, 1], [212, 1], [238, 1], [257, 1], [258, 1], [259, 1]]"
offering,"[[47, 1], [380, 1]]"
based,"[[47, 1], [48, 1], [53, 1], [89, 1], [99, 1], [121, 1], [234, 1], [298, 1], [310, 1], [345, 1], [534, 1], [553, 1], [606, 1], [618, 1]]"
trend,"[[47, 1], [84, 1], [85, 1], [131, 1], [133, 2], [140, 1], [209, 1], [220, 1], [263, 1], [265, 1], [267, 1], [268, 1], [269, 1], [357, 1]]"
3379,"[[48, 1], [415, 1]]"
systemic,"[[48, 1], [256, 1], [348, 2]]"
methodology,"[[48, 2], [99, 1], [101, 1], [210, 1], [268, 1], [415, 1], [503, 1], [565, 1], [572, 1], [591, 1]]"
analyzing,"[[48, 1]]"
opportunity,"[[48, 1], [56, 1], [63, 1], [68, 1], [131, 2], [140, 2], [144, 1]]"
need,"[[48, 1], [66, 3], [86, 2], [150, 1], [173, 1]]"
articulating,"[[48, 1]]"
high-level,"[[48, 1], [580, 1]]"
converting,"[[48, 1]]"
technical,"[[48, 1], [67, 1], [101, 1]]"
specification,"[[48, 1], [574, 1], [615, 1]]"
re-,"[[48, 1]]"
change,"[[48, 1], [49, 1], [58, 1], [65, 6], [87, 1], [92, 1], [100, 1], [133, 1], [135, 3], [157, 1], [193, 1], [223, 1], [225, 1], [255, 1], [302, 3], [366, 2], [372, 1], [381, 1], [576, 1]]"
alternative,"[[48, 1], [81, 2], [153, 1]]"
cost/benefit,"[[48, 1]]"
consideration,"[[48, 1]]"
3396,"[[49, 1]]"
seminar,"[[49, 3], [70, 1], [87, 3], [106, 1], [189, 2], [190, 1], [191, 1], [192, 1], [193, 3], [245, 2], [246, 1], [261, 1], [264, 1], [318, 1], [320, 1], [337, 1], [339, 2], [344, 1], [354, 1], [359, 1], [639, 1], [640, 1]]"
administrative,"[[49, 1], [87, 1], [147, 1], [188, 1], [193, 1]]"
4103,"[[50, 1], [548, 1]]"
overview,"[[50, 1], [51, 1], [53, 1], [101, 1], [137, 1], [239, 1], [247, 1], [316, 1], [332, 1], [405, 1], [427, 1], [470, 1], [503, 1], [538, 1], [557, 1], [597, 1], [612, 1], [626, 1]]"
scope,"[[50, 1], [551, 1], [631, 1]]"
stakeholder,"[[50, 1], [121, 1]]"
framework,"[[50, 1], [52, 1], [55, 1], [69, 1], [94, 1], [99, 1], [135, 1], [174, 2], [181, 1], [345, 1], [352, 1], [559, 1], [565, 1], [611, 1], [625, 1]]"
monitoring,"[[50, 1]]"
lesson,"[[50, 1]]"
learned,"[[50, 1]]"
4000,"[[50, 1]]"
reserved,"[[50, 1], [249, 1], [250, 1], [251, 1], [365, 1]]"
1,"[[50, 1], [250, 1], [258, 2], [260, 2], [275, 2], [278, 2], [281, 2], [284, 2], [287, 2], [290, 2], [292, 2], [293, 2], [294, 2], [295, 2], [296, 2], [297, 2], [298, 4], [320, 1], [330, 2], [341, 1], [342, 1], [344, 4], [360, 1]]"
b.com,"[[50, 1]]"
completed,"[[50, 1], [532, 1]]"
least,"[[50, 1], [387, 1], [393, 1], [641, 1]]"
33,"[[50, 1]]"
core,"[[50, 1], [349, 1], [604, 1]]"
2381/2781,"[[50, 1]]"
2,"[[50, 1], [250, 1], [251, 4], [258, 2], [259, 4], [275, 2], [276, 4], [278, 2], [279, 4], [281, 2], [282, 4], [284, 2], [285, 4], [287, 2], [288, 4], [290, 2], [291, 4], [298, 4], [320, 1], [330, 2], [331, 4], [344, 4], [369, 1]]"
completing,"[[50, 1]]"
certificate,"[[50, 2]]"
telfer,"[[50, 1]]"
school,"[[50, 1], [226, 1], [231, 1], [233, 2], [237, 1], [322, 2], [325, 1], [363, 1], [380, 1], [592, 1], [593, 1], [594, 1], [595, 1]]"
4307,"[[51, 1]]"
predictive,"[[51, 1]]"
time,"[[51, 1], [143, 1], [213, 1], [329, 1], [330, 1], [331, 1], [396, 1], [415, 4], [442, 2], [477, 1], [557, 1], [565, 1], [592, 1], [593, 1], [594, 1], [595, 1], [606, 3], [621, 1], [641, 1]]"
series,"[[51, 1], [143, 1], [252, 1], [362, 1], [364, 3], [365, 1], [368, 2], [382, 2], [386, 1], [395, 1], [398, 3], [399, 1], [406, 2], [415, 3], [418, 1], [424, 1], [463, 1], [496, 1], [502, 1]]"
econometric,"[[51, 1], [143, 1]]"
growth,"[[51, 1], [58, 1], [156, 1]]"
substitution,"[[51, 1], [367, 1], [370, 1], [372, 1], [573, 1]]"
diffusion,"[[51, 1], [55, 1], [460, 1], [621, 1]]"
opinion,"[[51, 1], [617, 1]]"
polling,"[[51, 1]]"
appropriate,"[[51, 1], [272, 1], [315, 1]]"
prediction,"[[51, 1], [500, 1]]"
collection,"[[51, 1], [89, 1], [157, 1], [327, 1]]"
critical,"[[51, 1], [86, 2], [245, 1], [263, 1], [265, 1], [267, 1], [268, 1], [280, 1], [281, 1], [282, 1], [298, 1], [300, 1], [312, 1], [314, 1], [323, 1], [327, 1], [356, 1], [381, 1]]"
quantitative,"[[51, 1], [102, 1], [143, 1], [206, 1], [209, 1], [582, 1]]"
utilization,"[[51, 1], [152, 1]]"
in-class,"[[51, 1], [214, 1], [280, 1], [281, 1], [282, 1]]"
4311,"[[52, 1]]"
integrates,"[[52, 1], [72, 1]]"
attained,"[[52, 1]]"
prior,"[[52, 1]]"
combined,"[[52, 1], [140, 1], [141, 1], [372, 1], [596, 1], [600, 1], [601, 1], [613, 1], [616, 1], [625, 1], [629, 1], [631, 1]]"
latest,"[[52, 1]]"
analytical,"[[52, 1], [83, 1], [564, 1]]"
examine,"[[52, 1]]"
resolve,"[[52, 1], [66, 1]]"
top,"[[52, 1], [99, 1], [100, 1]]"
face,"[[52, 1], [245, 1], [326, 1]]"
today,"[[52, 1]]"
globally,"[[52, 1], [66, 1]]"
pedagogically,"[[52, 1]]"
utilizes,"[[52, 1]]"
encourages,"[[52, 1]]"
centered,"[[52, 1]]"
learning,"[[52, 1], [53, 1], [66, 1], [156, 1], [203, 1], [215, 4], [224, 1], [245, 1], [271, 1], [309, 1], [322, 2], [324, 2], [340, 1], [411, 1], [443, 3], [494, 2], [551, 1], [567, 5], [605, 5], [617, 1], [618, 1], [619, 1], [627, 2], [628, 1], [630, 3]]"
real,"[[52, 1], [78, 1], [81, 1], [116, 1], [172, 5], [363, 1], [369, 1], [375, 2], [382, 2], [398, 1], [402, 1], [456, 1], [457, 1], [565, 1], [606, 1]]"
participation,"[[52, 1], [191, 1], [273, 1]]"
introductory,"[[52, 1], [571, 1]]"
developing,"[[52, 1], [58, 2], [59, 1], [131, 1], [137, 1], [140, 1]]"
capability,"[[52, 1]]"
shaping,"[[52, 1], [587, 1]]"
fit,"[[52, 1]]"
improving,"[[52, 1], [159, 1]]"
4312,"[[53, 1]]"
economy,"[[53, 4], [56, 1], [58, 1], [98, 1], [131, 1], [140, 1]]"
brief,"[[53, 1], [427, 1], [470, 1]]"
traditional,"[[53, 1], [67, 1], [73, 1], [570, 1]]"
company,"[[53, 2], [59, 1], [71, 1]]"
focused,"[[53, 1]]"
leveraging,"[[53, 1]]"
internet,"[[53, 1], [61, 1], [85, 2], [194, 2], [546, 1], [552, 1], [578, 1], [613, 1]]"
theme,"[[53, 1], [225, 1], [255, 1], [380, 1], [397, 1]]"
emergent,"[[53, 1]]"
thinking,"[[53, 1], [56, 1]]"
web,"[[53, 1], [84, 3], [86, 6], [198, 1], [533, 1], [546, 5], [552, 1], [570, 1], [617, 1], [625, 2], [629, 1]]"
disruptive,"[[53, 1]]"
practical,"[[53, 1], [86, 1], [142, 1], [179, 1], [260, 1], [292, 1], [293, 1], [294, 1], [295, 1], [296, 1], [297, 1], [346, 1], [352, 1], [562, 1], [577, 1], [589, 1], [614, 1]]"
explore,"[[53, 1]]"
proposition,"[[53, 1], [245, 1]]"
thirty,"[[53, 1]]"
4315,"[[54, 1]]"
encompassing,"[[54, 1]]"
existing,"[[54, 1]]"
large,"[[54, 1], [65, 1], [89, 1], [377, 1], [391, 1], [434, 1], [486, 1], [489, 1], [491, 1], [499, 1]]"
small,"[[54, 1], [62, 1], [89, 1], [176, 2], [253, 1], [397, 1]]"
not-for-profit,"[[54, 1], [74, 1], [161, 1]]"
organisation,"[[54, 1], [286, 1], [287, 1], [288, 1]]"
simultaneity,"[[54, 1]]"
opportunity-seeking,"[[54, 1]]"
-,"[[54, 3]]"
supported,"[[54, 2]]"
advantage-seeking,"[[54, 1]]"
4316,"[[55, 1]]"
innovation,"[[55, 4], [124, 1], [155, 1], [165, 1]]"
discovery,"[[55, 1], [494, 1], [596, 1], [613, 1]]"
intellectual,"[[55, 1], [131, 1], [140, 1], [216, 1], [274, 1], [275, 1], [276, 1], [612, 1]]"
successful,"[[55, 1]]"
funding,"[[55, 1]]"
break-through,"[[55, 1]]"
4317,"[[56, 1]]"
csr,"[[56, 2]]"
,"[[56, 1]]"
self,"[[56, 1]]"
others,"[[56, 1], [274, 1], [275, 1], [276, 1]]"
belief,"[[56, 1]]"
attitude,"[[56, 1], [151, 1], [207, 1], [267, 1]]"
upon,"[[56, 1], [135, 1], [618, 1]]"
action,"[[56, 1], [150, 1], [326, 1], [424, 1], [463, 1], [586, 1]]"
b-corps,"[[56, 1]]"
carbon-negative,"[[56, 1]]"
regenerative,"[[56, 1], [441, 1]]"
cradle-to-cradle,"[[56, 1]]"
circular,"[[56, 1]]"
4318,"[[57, 1]]"
stages,"[[57, 1]]"
export,"[[57, 1], [109, 1], [154, 1]]"
direct,"[[57, 1], [374, 1], [383, 1], [384, 1], [390, 1], [401, 1]]"
joint,"[[57, 1], [135, 1], [433, 1], [485, 1]]"
licensing,"[[57, 1]]"
corporation,"[[57, 2], [94, 1], [174, 1]]"
adjusting,"[[57, 1]]"
difference,"[[57, 1], [144, 1], [218, 1], [300, 2], [314, 1], [340, 1], [364, 1], [367, 1], [493, 1]]"
governments,"[[57, 1]]"
mncs,"[[57, 2]]"
host,"[[57, 1], [579, 1]]"
national,"[[57, 1], [98, 1], [123, 1], [191, 1]]"
4319,"[[58, 1]]"
economies,"[[58, 1]]"
interconnection,"[[58, 1], [564, 1]]"
equitable,"[[58, 1]]"
poverty,"[[58, 1], [221, 1], [234, 1]]"
inequality,"[[58, 1], [366, 1], [369, 1]]"
institutional,"[[58, 2]]"
gap,"[[58, 1]]"
remain,"[[58, 1], [63, 1]]"
significant,"[[58, 1]]"
hurdle,"[[58, 1]]"
required,"[[58, 1], [63, 1], [270, 1], [301, 1], [345, 1]]"
challenge,"[[58, 1], [63, 1], [135, 1], [137, 1], [351, 1]]"
examined,"[[58, 1]]"
particularly,"[[58, 1]]"
policymakers,"[[58, 1]]"
4322,"[[59, 1]]"
capstone,"[[59, 1], [67, 1]]"
sponsored,"[[59, 1]]"
project-oriented,"[[59, 1]]"
us,"[[59, 1]]"
addition,"[[59, 1], [366, 1]]"
regular,"[[59, 1], [427, 1], [470, 1], [496, 1], [541, 1], [548, 1], [549, 1]]"
lecture,"[[59, 1], [60, 1], [280, 1], [281, 1], [282, 1]]"
